date,open,high,low,close,volume
2021-12-02 15:30:00+05:30,17500.0,17551.654312089868,17291.894610924264,17388.041316381255,1130646
2021-12-03 15:30:00+05:30,17467.330723343464,17502.78621367032,17326.500584834706,17407.37871656574,609503
2021-12-06 15:30:00+05:30,17453.970417233068,17630.16319757476,17439.183176177932,17484.302175346,922360
2021-12-07 15:30:00+05:30,17598.4662892314,17662.51830875734,17397.43311182634,17465.200520884002,933335
2021-12-08 15:30:00+05:30,17313.88203878952,17522.818550015032,17254.418805040867,17440.9557831419,784521
2021-12-09 15:30:00+05:30,17308.55729148586,17709.054559923057,17241.773720880206,17536.379180250577,931738
2021-12-10 15:30:00+05:30,17485.829436747736,17891.94955956967,17403.30817697554,17719.870338062086,652756
2021-12-13 15:30:00+05:30,17602.18948797041,17632.401156019056,17186.918484616475,17379.58932340282,776988
2021-12-14 15:30:00+05:30,17553.46662774039,18084.114800538267,17250.455291258353,18074.153608710112,758920
2021-12-15 15:30:00+05:30,18212.98493321072,18301.263987310685,17886.67139568439,18094.408377315627,1129207
2021-12-16 15:30:00+05:30,18039.665389456633,18553.654936324678,17874.8270956868,18390.686962070464,1082673
2021-12-17 15:30:00+05:30,18421.935065921065,19460.385914174316,18395.34032612061,19229.833347666958,701834
2021-12-20 15:30:00+05:30,19171.77481254582,19219.81269445274,18601.29463833457,18785.565367378982,683837
2021-12-21 15:30:00+05:30,19044.665881297497,19243.111250159956,18937.808055651763,19117.310719552093,515081
2021-12-22 15:30:00+05:30,18892.105442761185,18987.70067677593,18618.218812927145,18933.63997938017,1017160
2021-12-23 15:30:00+05:30,18924.093107176275,19623.097704489242,18846.102756422446,19349.175614950436,852065
2021-12-24 15:30:00+05:30,19431.97467666359,19555.226042259885,19189.743788290896,19326.84401326602,922205
2021-12-27 15:30:00+05:30,19271.766932170725,19455.20242306126,19145.449970057845,19390.718292568745,1014702
2021-12-28 15:30:00+05:30,19394.485028549607,19610.70854791742,19320.812289269077,19538.002013801284,605050
2021-12-29 15:30:00+05:30,19680.19133441407,19731.150849414356,19338.273419572426,19432.817522825862,812733
2021-12-30 15:30:00+05:30,19336.92578188467,19509.913919217706,19198.096647711325,19506.202382007938,936418
2021-12-31 15:30:00+05:30,19437.277413041465,19646.53579924964,19402.995982824403,19508.35906679812,629866
2022-01-03 15:30:00+05:30,19415.584290661558,19621.834642405935,19334.13292306914,19558.699970188736,966642
2022-01-04 15:30:00+05:30,19528.431544432267,19645.122386249146,19388.388182486844,19610.192425208643,739756
2022-01-05 15:30:00+05:30,19781.309609070955,19822.60270125915,19522.807638806204,19643.659108377487,1056287
2022-01-06 15:30:00+05:30,19685.253765348098,19775.331010050282,19437.770597685852,19554.100618722885,1272360
2022-01-07 15:30:00+05:30,19454.339942551578,19970.581742820817,19331.249390161738,19895.91845750829,936496
2022-01-10 15:30:00+05:30,19816.219979908135,19915.88805676722,19702.86719713436,19791.44257628033,934457
2022-01-11 15:30:00+05:30,19932.6215011377,20038.820911755447,19668.938817607483,19731.876502798343,751609
2022-01-12 15:30:00+05:30,19763.997618545192,19910.242689578852,19712.303638189176,19806.475949100586,777752
2022-01-13 15:30:00+05:30,19828.712966580646,20086.091049284383,19821.73489469031,19916.849347775187,738121
2022-01-14 15:30:00+05:30,19893.80381716044,19939.454118328762,19727.65791864984,19914.71832036063,797999
2022-01-17 15:30:00+05:30,19874.303940167036,19943.038391352115,19759.799988250914,19915.7900415461,937081
2022-01-18 15:30:00+05:30,19983.707494243863,20198.90016501105,19977.5216553438,20013.748597229038,1135883
2022-01-19 15:30:00+05:30,19994.484503888518,20095.69850980323,19897.36807826706,20047.917744488925,932101
2022-01-20 15:30:00+05:30,20063.546342873873,20172.003827921348,19982.78621019473,20022.84413848716,930434
2022-01-21 15:30:00+05:30,20058.362259069323,20227.848459783076,19910.43202263367,20223.751030895117,834253
2022-01-24 15:30:00+05:30,20219.586004575256,20350.492534740202,20178.244039921516,20195.84005569564,741616
2022-01-25 15:30:00+05:30,20315.413254844552,20343.5318806948,20091.4475175826,20212.314565921482,541550
2022-01-26 15:30:00+05:30,20314.60434891143,20506.16990270503,20271.38426747624,20324.095411472317,848909
2022-01-27 15:30:00+05:30,20478.537268794924,20660.198267317694,20372.657808736025,20391.059749014996,984859
2022-01-28 15:30:00+05:30,20708.31222006382,20813.461107279494,20429.328556872908,20480.299017893187,703458
2022-01-31 15:30:00+05:30,20400.816186894175,20510.058776460086,20291.7884671446,20450.00800841568,817146
2022-02-01 15:30:00+05:30,20473.981996773877,20664.698228722486,20420.79818891172,20546.643554697097,738751
2022-02-02 15:30:00+05:30,20491.554349990525,20649.41995247423,20407.63102343568,20514.125338327936,994937
2022-02-03 15:30:00+05:30,20383.587239699053,20681.474901669924,20300.82751960446,20574.01967317516,626453
2022-02-04 15:30:00+05:30,20491.963436034614,20691.228365813702,20328.69419338186,20667.164091503495,895259
2022-02-07 15:30:00+05:30,20655.895129830224,20990.658363378403,20513.47874198054,20945.074928064307,685293
2022-02-08 15:30:00+05:30,20910.63156866884,21000.240864469077,20681.31847161493,20808.569003536446,1041159
2022-02-09 15:30:00+05:30,20795.61161670654,21025.524915413767,20764.342069635826,20874.540517502268,994999
2022-02-10 15:30:00+05:30,20907.43726835594,20997.238211012027,20819.630876336047,20932.0865112913,623280
2022-02-11 15:30:00+05:30,20900.282492629005,21115.600973676977,20870.483817045355,20885.970107167766,1018467
2022-02-14 15:30:00+05:30,20920.322392612972,21005.3888620022,20683.531751851024,20789.130768571733,679458
2022-02-15 15:30:00+05:30,20784.222721971357,20904.05533827823,20672.75063650981,20769.485249350295,1175379
2022-02-16 15:30:00+05:30,20869.80652829607,21019.35711562857,20786.039391802256,20915.37198826956,976826
