entry_time,exit_time,direction,action,entry_spot,exit_spot,stop_loss,target,lots,units,entry_premium,exit_premium,strike,gross_pnl,costs,pnl,risk,exit_reason,confidence,bars_held,regime
2022-12-07 15:30:00+05:30,2022-12-07 15:30:00+05:30,DOWN,BUY_PUT,20230.433880616634,20941.796973310087,20941.796973310087,19286.214089375077,3,225,138.05406593758198,8.46681262628067,20150.0,-12424.86593438238,424.29462983552867,-12849.16056421791,31062.164835955948,STOP+PREMIUM_STOP,76.12396893952327,0,RANGE
2022-12-21 15:30:00+05:30,2022-12-22 15:30:00+05:30,DOWN,BUY_PUT,19526.42753097381,18496.088024622284,20213.320535208164,18496.088024622284,3,225,133.74767751503532,931.1913449698404,19450.0,179424.82517733116,3223.0789632272185,176201.74621410394,30093.227440882947,TARGET,93.38219399816737,1,RANGE
2022-12-23 15:30:00+05:30,2022-12-26 15:30:00+05:30,DOWN,BUY_PUT,18476.411380414476,19127.546320020272,19127.546320020272,17499.70897100578,4,300,124.87303952249295,5.059737916189988,18400.0,-14984.764742699153,500.96596965771397,-15485.730712356868,37461.91185674789,STOP+PREMIUM_STOP,95.68669711247135,1,DOWNTREND
2022-12-27 15:30:00+05:30,2023-01-04 15:30:00+05:30,DOWN,BUY_PUT,18633.94176101931,18113.170534389083,19282.71840386834,17660.77679674576,3,225,144.4185596167017,483.0323042116361,18600.0,76188.09253386022,770.1934216918286,75417.8991121684,32494.175913757885,TIME_STOP,96.21779641714623,6,DOWNTREND
2023-01-06 15:30:00+05:30,2023-01-10 15:30:00+05:30,DOWN,BUY_PUT,18264.91459088196,18898.069873777342,18898.069873777342,17315.181666538887,4,300,127.84126828384433,3.4430822085110435,18200.0,-15340.95219406132,505.691302422382,-15846.6434964837,38352.3804851533,STOP+PREMIUM_STOP,95.00951622324052,2,STRONG_DOWNTREND
2023-01-11 15:30:00+05:30,2023-01-19 15:30:00+05:30,DOWN,BUY_PUT,18668.2605266958,19052.180342849508,19322.62560494544,17686.712909321344,4,300,129.86497129538384,0.15074937084684592,18600.0,-15583.796555446062,499.85630817833515,-16083.652863624398,38959.49138861515,TIME_STOP+PREMIUM_STOP,75.73415711054817,6,DOWNTREND
2023-02-10 15:30:00+05:30,2023-02-20 15:30:00+05:30,DOWN,BUY_PUT,19446.801889748906,19502.85276465424,20013.60402067967,18596.598693352757,3,225,145.6755257465229,27.86506201675911,19400.0,-13110.797317187062,194.05805060232262,-13304.855367789385,32776.99329296766,TIME_STOP+PREMIUM_STOP,78.58953145074038,6,RANGE
2023-05-03 15:30:00+05:30,2023-05-11 15:30:00+05:30,DOWN,BUY_PUT,19889.74200164318,20064.37007159477,20411.191845889345,19215.594907611805,3,225,152.58249788713874,9.063459512336976,19850.0,-13732.424809842489,177.07051982823356,-13909.495329670723,34331.06202460622,TIME_STOP+PREMIUM_STOP,88.42514702715557,6,RANGE
2023-06-05 15:30:00+05:30,2023-06-13 15:30:00+05:30,UP,BUY_CALL,20689.220482041736,20943.1572261062,19964.974589997906,21756.47070936088,3,225,155.20891217965618,169.51995525796156,20800.0,3219.9846926187092,973.2510162430744,2246.733676375635,34922.005240422644,TIME_STOP,78.9515938376128,6,RANGE
2023-06-14 15:30:00+05:30,2023-06-22 15:30:00+05:30,UP,BUY_CALL,20951.742953400742,20592.00136482234,20218.732450487027,22051.258707771318,3,225,142.24326433311762,0.17087288339644857,21100.0,-12801.893789980586,410.64354737244844,-13212.537337353035,32004.734474951467,TIME_STOP+PREMIUM_STOP,78.49237340559161,6,RANGE
2023-08-25 15:30:00+05:30,2023-09-04 15:30:00+05:30,DOWN,BUY_PUT,19487.541152621277,19801.55600471648,20166.24747969186,18469.4816620154,3,225,150.11982471266128,1.2678034550554003,19450.0,-13510.784224139517,164.25745313524416,-13675.041677274761,33776.96056034879,TIME_STOP+PREMIUM_STOP,95.29368080049707,6,DOWNTREND
2023-10-25 15:30:00+05:30,2023-11-02 15:30:00+05:30,UP,BUY_CALL,20507.71282374449,20564.4716654075,19895.102113199137,21426.628889562515,3,225,140.36252701290687,38.99076067292117,20650.0,-12632.627431161618,525.6183794996784,-13158.245810661296,31581.568577904043,TIME_STOP+PREMIUM_STOP,77.8162006965387,6,RANGE
2023-11-03 15:30:00+05:30,2023-11-13 15:30:00+05:30,UP,BUY_CALL,20506.94845271343,20165.579631414475,19787.19194442417,21586.583215147322,3,225,140.0480617444482,0.21152910184089535,20650.0,-12604.32555700034,404.44046556977804,-13008.766022570118,31510.813892500846,TIME_STOP+PREMIUM_STOP,72.7585409199077,6,RANGE
2023-12-19 15:30:00+05:30,2023-12-28 15:30:00+05:30,UP,BUY_CALL,21675.522314780934,21612.59759336229,20990.861276740943,22702.513871840918,3,225,159.02996948803047,17.342366144491734,21800.0,-14312.697253922744,512.2989821913715,-14824.996236114115,35781.74313480686,TIME_STOP+PREMIUM_STOP,97.81855340616035,6,UPTREND
2023-12-29 15:30:00+05:30,2024-01-08 15:30:00+05:30,UP,BUY_CALL,21666.73306331648,22064.43885938648,20910.292147548796,22801.394436968,3,225,155.2662980050809,276.1628755444144,21800.0,27201.729946350042,1304.1625183276594,25897.567428022383,34934.9170511432,TIME_STOP,91.28950712431816,6,STRONG_UPTREND
2024-01-09 15:30:00+05:30,2024-01-17 15:30:00+05:30,UP,BUY_CALL,22030.2734979788,22512.75397084553,21258.018137900275,23188.656538096588,3,225,164.51395817076445,369.6857037732552,22150.0,46163.642760560426,1615.0347038951597,44548.60805666527,37015.640588422,TIME_STOP,100.0,6,UPTREND
2024-01-18 15:30:00+05:30,2024-01-25 15:30:00+05:30,UP,BUY_CALL,22550.39045770925,21762.444068729656,21762.444068729656,23732.310041178644,3,225,157.114842592493,0.02927370957494624,22700.0,-14140.335833324372,453.146174182342,-14593.482007506715,35350.839583310924,STOP+PREMIUM_STOP,100.0,5,STRONG_UPTREND
2024-03-14 15:30:00+05:30,2024-03-22 15:30:00+05:30,UP,BUY_CALL,21279.236111493225,21653.82391699551,20532.633330845136,22399.14028246536,3,225,156.7299351223519,265.81612371451047,21400.0,24544.39243323568,1276.2926797571304,23268.09975347855,35264.23540252917,TIME_STOP,81.2599452293135,6,UPTREND
2024-04-01 15:30:00+05:30,2024-04-09 15:30:00+05:30,UP,BUY_CALL,22441.19422490814,22600.024119656617,21656.605077879936,23618.077945450448,3,225,152.3516074517047,81.86739986566499,22600.0,-13711.644670653423,693.1642066563593,-14404.808877309782,34279.111676633554,TIME_STOP+PREMIUM_STOP,98.91760370292857,6,STRONG_UPTREND
2024-04-10 15:30:00+05:30,2024-04-22 15:30:00+05:30,UP,BUY_CALL,22635.48903892314,22751.433505147157,21844.48819473516,23821.99030520511,3,225,151.9461848977935,60.093159576657854,22800.0,-13675.156640801417,624.4639152624061,-14299.620556063823,34187.89160200354,TIME_STOP+PREMIUM_STOP,87.86434521128166,6,STRONG_UPTREND
2024-05-02 15:30:00+05:30,2024-05-10 15:30:00+05:30,UP,BUY_CALL,23034.81206145633,23326.24504553742,22297.248124594033,24141.157966749775,3,225,155.51118489615692,163.4958431391533,23200.0,1796.5481046741843,955.4391342386463,841.108970435538,34990.0166016353,TIME_STOP,68.23401551329144,6,UPTREND
2024-05-13 15:30:00+05:30,2024-05-22 15:30:00+05:30,UP,BUY_CALL,23383.39879219092,23527.029400687752,22566.980215597112,24608.026657081635,3,225,158.2976697319591,74.06310650514752,23550.0,-14246.79027587632,686.103296303659,-14932.893572179979,35616.9756896908,TIME_STOP+PREMIUM_STOP,71.65038538689828,6,UPTREND
2024-05-27 15:30:00+05:30,2024-06-04 15:30:00+05:30,UP,BUY_CALL,24024.32643356341,24365.964621590814,23266.565152345083,25160.968355390894,3,225,160.84553173796667,196.7616478432501,24200.0,8081.126123688773,1073.9907605401472,7007.135363148625,36190.244641042504,TIME_STOP,88.86905956250449,6,RANGE
2024-06-05 15:30:00+05:30,2024-06-13 15:30:00+05:30,UP,BUY_CALL,24174.98907754653,24012.969965113167,23322.18031579085,25454.202220180046,3,225,162.55386545789042,5.480543838838457,24350.0,-14629.84789121014,485.67035824897255,-15115.518249459112,36574.61972802535,TIME_STOP+PREMIUM_STOP,92.03421861416135,6,UPTREND
2024-10-14 15:30:00+05:30,2024-10-18 15:30:00+05:30,DOWN,BUY_PUT,21348.64114674532,22084.826958275105,22084.826958275105,20244.362429450644,3,225,161.1248652618815,0.8759033192026209,21300.0,-14501.237873569335,175.66791171464857,-14676.905785283983,36253.09468392334,STOP+PREMIUM_STOP,78.11668293298561,4,SQUEEZE
2024-11-14 15:30:00+05:30,2024-11-25 15:30:00+05:30,DOWN,BUY_PUT,20107.2645420096,20597.801575833244,20813.919519282226,19047.282076100666,3,225,146.7678269473745,0.051508435703553346,20050.0,-13209.104425263704,159.04369212624434,-13368.148117389948,33022.76106315926,TIME_STOP+PREMIUM_STOP,90.86380104912718,6,DOWNTREND
2025-01-08 15:30:00+05:30,2025-01-16 15:30:00+05:30,UP,BUY_CALL,21980.19884746059,22135.35407731021,21209.798028810877,22960.206886040218,3,225,163.9919855411299,99.3847157788332,22100.0,-14536.63569651676,781.0543766320827,-15317.690073148842,36898.19674675423,TIME_STOP,85.55547168512922,6,RANGE
